STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Frequency of observation,REF_AREA,Reference area,SECTOR,Institutional sector,COUNTERPART_SECTOR,Counterpart institutional sector,TRANSACTION,Transaction,INSTR_ASSET,Financial instruments and non-financial assets,ACTIVITY,Economic activity,EXPENDITURE,Expenditure,UNIT_MEASURE,Unit of measure,PRICE_BASE,Price base,TRANSFORMATION,Transformation,TABLE_IDENTIFIER,Table identifier,TIME_PERIOD,Time period,OBS_VALUE,Observation value,REF_YEAR_PRICE,Price reference year,CONF_STATUS,Confidentiality status,DECIMALS,Decimals,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,CURRENCY,Currency
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(1.0),Annual GDP and components - income approach,I,A,Annual,CHE,Switzerland,S1,Total economy,S1,Total economy,D2X3,Taxes on production and imports less subsidies,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0103,Table 0103 - GDP identity from the income side,1978,,4285.993,,,,F,Free (free for publication),1,One,E,Estimated value,6,Millions,CHF,Swiss franc
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(1.0),Annual GDP and components - income approach,I,A,Annual,CHE,Switzerland,S1,Total economy,S1,Total economy,D2X3,Taxes on production and imports less subsidies,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0103,Table 0103 - GDP identity from the income side,1977,,4001.591,,,,F,Free (free for publication),1,One,E,Estimated value,6,Millions,CHF,Swiss franc
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(1.0),Annual GDP and components - income approach,I,A,Annual,CHE,Switzerland,S1,Total economy,S1,Total economy,D2X3,Taxes on production and imports less subsidies,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0103,Table 0103 - GDP identity from the income side,1976,,3804.505,,,,F,Free (free for publication),1,One,E,Estimated value,6,Millions,CHF,Swiss franc
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(1.0),Annual GDP and components - income approach,I,A,Annual,CHE,Switzerland,S1,Total economy,S1,Total economy,D2X3,Taxes on production and imports less subsidies,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0103,Table 0103 - GDP identity from the income side,1975,,3709.704,,,,F,Free (free for publication),1,One,E,Estimated value,6,Millions,CHF,Swiss franc
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(1.0),Annual GDP and components - income approach,I,A,Annual,CHE,Switzerland,S1,Total economy,S1,Total economy,D2X3,Taxes on production and imports less subsidies,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0103,Table 0103 - GDP identity from the income side,1974,,3692.241,,,,F,Free (free for publication),1,One,E,Estimated value,6,Millions,CHF,Swiss franc
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(1.0),Annual GDP and components - income approach,I,A,Annual,CHE,Switzerland,S1,Total economy,S1,Total economy,D2X3,Taxes on production and imports less subsidies,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0103,Table 0103 - GDP identity from the income side,1973,,3764.589,,,,F,Free (free for publication),1,One,E,Estimated value,6,Millions,CHF,Swiss franc
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(1.0),Annual GDP and components - income approach,I,A,Annual,CHE,Switzerland,S1,Total economy,S1,Total economy,D2X3,Taxes on production and imports less subsidies,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0103,Table 0103 - GDP identity from the income side,1972,,3500.144,,,,F,Free (free for publication),1,One,E,Estimated value,6,Millions,CHF,Swiss franc
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(1.0),Annual GDP and components - income approach,I,A,Annual,CHE,Switzerland,S1,Total economy,S1,Total economy,D2X3,Taxes on production and imports less subsidies,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0103,Table 0103 - GDP identity from the income side,1971,,2996.203,,,,F,Free (free for publication),1,One,E,Estimated value,6,Millions,CHF,Swiss franc
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(1.0),Annual GDP and components - income approach,I,A,Annual,CHE,Switzerland,S1,Total economy,S1,Total economy,D2X3,Taxes on production and imports less subsidies,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0103,Table 0103 - GDP identity from the income side,1970,,2801.612,,,,F,Free (free for publication),1,One,E,Estimated value,6,Millions,CHF,Swiss franc
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(1.0),Annual GDP and components - income approach,I,A,Annual,CHE,Switzerland,S1,Total economy,S1,Total economy,D1,Compensation of employees,_Z,Not applicable,K,Financial and insurance activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0103,Table 0103 - GDP identity from the income side,2022,,41574.803,,,,F,Free (free for publication),1,One,P,Provisional value,6,Millions,CHF,Swiss franc
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(1.0),Annual GDP and components - income approach,I,A,Annual,CHE,Switzerland,S1,Total economy,S1,Total economy,D1,Compensation of employees,_Z,Not applicable,K,Financial and insurance activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0103,Table 0103 - GDP identity from the income side,2021,,41125.882,,,,F,Free (free for publication),1,One,P,Provisional value,6,Millions,CHF,Swiss franc
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(1.0),Annual GDP and components - income approach,I,A,Annual,CHE,Switzerland,S1,Total economy,S1,Total economy,D1,Compensation of employees,_Z,Not applicable,K,Financial and insurance activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0103,Table 0103 - GDP identity from the income side,2020,,39677.102,,,,F,Free (free for publication),1,One,A,Normal value,6,Millions,CHF,Swiss franc
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(1.0),Annual GDP and components - income approach,I,A,Annual,CHE,Switzerland,S1,Total economy,S1,Total economy,D1,Compensation of employees,_Z,Not applicable,K,Financial and insurance activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0103,Table 0103 - GDP identity from the income side,2019,,38763.281,,,,F,Free (free for publication),1,One,A,Normal value,6,Millions,CHF,Swiss franc
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(1.0),Annual GDP and components - income approach,I,A,Annual,CHE,Switzerland,S1,Total economy,S1,Total economy,D1,Compensation of employees,_Z,Not applicable,K,Financial and insurance activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0103,Table 0103 - GDP identity from the income side,2018,,38193.661,,,,F,Free (free for publication),1,One,A,Normal value,6,Millions,CHF,Swiss franc
