"","X","ktnr","ktname","Einheit","stpf","snpstbetr","mean_stbetr","median_stbetr","gini_stbetr","mean_steink","median_steink","gini_steink","mean_steinka","median_steinka","gini_steinka","mean_reink","median_reink","gini_reink","mean_reinka","median_reinka","gini_reinka","p1","p5","p10","p20","p25","p30","p40","p50","p60","p70","p75","p80","p90","p95","p96","p97","p98","p99","p99_5","p99_9","p99_99","stpfo","stpf_100","stpf_200","stpf_300","stpf_400","stpf_500","stpf_600","stpf_700","stpf_800","stpf_900","stpf_1000","stpf_1100","stpf_1200","stpf_1300","stpf_1400","stpf_1500","stpf_1600","stpf_1700","stpf_1800","stpf_1900","stpf_2000","stpf_u2000","year","Einheit.ID"
"58",58,20,"TG","Total",122999,125.824,1023,195,0.814,46512,39600,0.425,34272.24609375,29809.5234375,0.405974924564362,53505,45700,0.408,38382.828125,34500,0.366656005382538,0,0,4800,17700,22200,26300,33300,39600,46200,53900,58700,64600,83700,106600,115300,128600,151300,203600,270800,577000,2488800,24714,16875,10507,15633,19056,18108,13488,9149,6207,3957,2585,1808,1218,821,573,503,360,271,230,199,169,1282,2000,NA
"59",59,1,"ZH","Total",738562,1661.2,2249,411,0.831,62129,47700,0.475,47748.59765625,38555.5546875,0.449600547552109,67581,52300,0.46,51133.82421875,42200,0.423334121704102,0,0,5900,20600,25900,31100,39800,47700,56300,66800,73400,81800,111900,152200,168600,192900,233800,332100,478700,1184600,3886300,126496,90821,51450,68987,85466,92050,81334,65269,47609,34521,25125,18909,13927,10659,7876,6243,5239,4020,3373,2788,2319,20577,2001,NA
"60",60,2,"BE","Total",571215,582.385,1020,189,0.814,45352,38800,0.454,34473.375,30700,0.432268142700195,51011,43500,0.439,37903.7265625,34800,0.401301175355911,0,0,400,12800,19000,23800,31900,38800,45700,54300,59500,65800,86100,109100,117600,129700,149400,194900,260700,553000,2021400,139816,103243,44512,65329,82291,76981,58131,41801,28832,19631,13303,9235,6369,4527,3290,2434,1864,1442,1072,893,678,5357,2001,NA
"61",61,3,"LU","Total",195336,225.297,1153,222,0.82,48019,40500,0.435,36301.203125,31700,0.412736386060715,53816,45300,0.424,39710.17578125,35666.66796875,0.383624374866486,0,0,5200,17100,22000,26500,34000,40500,47000,55000,60000,66200,86200,110500,119800,133100,156200,211900,300600,622900,2767000,39575,26720,17883,22297,29093,28847,21588,14864,9973,6734,4440,2980,2128,1509,1133,830,653,494,380,324,250,2216,2001,NA
"62",62,4,"UR","Total",19521,13.821,708,198,0.756,43376,39600,0.38,32390.26171875,30400,0.359321862459183,49900,45200,0.367,36220.9765625,34600,0.322171628475189,0,1300,7700,17700,22500,26700,33600,39600,45800,52700,56900,61800,76500,92100,97500,105300,118000,153000,212600,433000,NA,3812,2477,1891,2326,3183,3009,2384,1553,1028,594,351,224,128,82,60,29,27,17,18,18,13,109,2001,NA
"63",63,5,"SZ","Total",72506,233.217,3217,266,0.914,67160,42300,0.568,49872.9453125,32700,0.549145340919495,71638,46400,0.549,52414.81640625,35700,0.52305942773819,0,0,6000,18000,22800,27400,35400,42300,49700,58800,64700,72100,99100,141600,161800,191100,250300,402600,637400,1956500,NA,14105,9529,6330,8034,9771,10130,7753,5491,3938,2573,1823,1278,914,709,538,420,324,297,230,221,173,2030,2001,NA
"64",64,6,"OW","Total",18996,22.835,1202,190,0.854,45922,37600,0.466,34513.33203125,28600,0.447411745786667,52116,42700,0.454,38075.64453125,33230.15625,0.415809988975525,0,0,4200,14000,18800,23000,30900,37600,43900,51300,55900,61500,80500,103700,112500,124200,145700,200100,284900,719900,NA,4071,3079,1911,2394,2846,2750,1982,1318,781,549,344,244,166,118,85,74,44,34,32,31,23,191,2001,NA
"65",65,7,"NW","Total",22073,57.479,2604,364,0.873,64510,45900,0.494,49566.6171875,36333.33203125,0.482371091842651,70585,51200,0.475,53151.890625,40300,0.45127859711647,0,3100,10000,22500,27400,31900,39300,45900,53200,62300,68300,75700,101600,142600,158200,181500,229300,336400,560900,2640600,NA,3231,2202,1668,2222,2974,3211,2674,1886,1341,956,638,441,304,246,170,159,111,103,88,69,42,568,2001,NA
"66",66,8,"GL","Total",22023,20.474,930,192,0.802,45277,39500,0.416,33799.2890625,30166.666015625,0.391042739152908,51693,44700,0.407,37551.78125,34600,0.360261380672455,0,0,5000,17700,22300,25900,32900,39500,45900,53400,58100,63600,80900,100700,108000,119900,140600,190500,265200,517700,NA,4302,3081,1799,2927,3365,3323,2431,1723,1088,706,457,289,174,131,83,61,62,31,31,34,27,200,2001,NA
"67",67,9,"ZG","Total",58125,214.994,3699,498,0.865,77095,51300,0.529,57179.47265625,40600,0.501304805278778,82817,56900,0.513,60596.1953125,44400,0.476438015699387,0,1200,9000,22900,29300,34400,43200,51300,60800,72800,80400,90400,128900,187000,211650,247400,311700,471600,728400,2188500,NA,9084,6132,4120,4618,6035,7163,6332,5030,3995,2971,2177,1630,1274,922,783,618,498,411,306,284,244,2582,2001,NA
"68",68,10,"FR","Total",127788,137.632,1077,234,0.8,48972,41700,0.409,35730.6484375,31300,0.379834443330765,56025,47600,0.4,39842.52734375,36133.33203125,0.348224341869354,0,2600,8200,19600,23800,28000,35300,41700,48400,56600,61700,68000,87500,110800,119600,132400,152000,195500,265000,523700,2292900,22096,14230,11834,15351,18958,18997,14360,10209,7311,4766,3097,2145,1462,1021,808,582,439,352,256,239,165,1206,2001,NA
"69",69,11,"SO","Total",145147,156.28,1077,252,0.793,48147,42000,0.429,35973.21875,32600,0.404405206441879,54282,47100,0.419,39690.6484375,37000,0.374944746494293,0,0,2100,16900,22400,27000,35100,42000,49100,57400,62600,68900,88400,110600,119000,131200,152200,200900,270400,554700,1471000,29123,22023,10901,15462,19858,20545,16562,11821,8421,5807,3814,2551,1721,1194,873,594,480,356,277,231,192,1464,2001,NA
"70",70,12,"BS","Total",121415,219.855,1811,290,0.846,54401,42400,0.491,42497.16015625,34600,0.46884885430336,59913,47200,0.47,46037.8046875,38500,0.435084134340286,0,0,2000,15200,20500,25000,34500,42400,50700,60300,66000,73100,97800,131000,144900,164000,196900,272100,389200,1078300,6071700,25783,18823,10865,12706,14670,14666,12884,10090,6962,4957,3250,2396,1685,1265,914,806,607,490,406,335,289,2349,2001,NA
"71",71,13,"BL","Total",153364,266.836,1740,395,0.809,57218,47600,0.456,42275.86328125,37000,0.429835915565491,63444,52900,0.44,46083.17578125,41266.66796875,0.399866253137589,0,0,1900,18100,24800,30800,39700,47600,55700,65400,71400,78900,104600,136500,148400,165900,195800,263500,355700,775800,3667400,29759,23122,9482,12217,16969,19461,17912,14208,10280,7301,5196,3714,2719,2047,1561,1210,925,687,578,462,393,2920,2001,NA
"72",72,14,"SH","Total",41618,44.363,1066,274,0.778,49361,42800,0.401,37133.01171875,33500,0.374042749404907,55198,47700,0.389,40652.85546875,37400,0.344803065061569,0,1200,7700,20600,24900,29000,36100,42800,49600,57900,63000,69100,89100,111700,120000,133200,154900,206300,273200,482000,NA,7165,4738,3336,4936,6009,6109,4866,3551,2405,1615,1095,775,513,314,251,194,144,111,107,54,50,445,2001,NA
"73",73,15,"AR","Total",29212,44.806,1534,254,0.845,52669,41800,0.452,38962.08984375,32244.046875,0.424576073884964,59167,47300,0.438,42736.83984375,36500,0.393268823623657,0,1100,7400,19100,23500,27700,35000,41800,48900,57200,62500,69300,90500,118800,130300,147300,176400,265100,400600,1052300,NA,5206,3449,2633,3512,4198,4141,3281,2282,1616,1143,691,498,344,249,176,150,112,98,74,49,34,482,2001,NA
"74",74,16,"AI","Total",8093,12.979,1604,182,0.884,50346,38200,0.492,36952.34375,27904.76171875,0.487052261829376,58104,45600,0.468,41143.23046875,33062.5,0.442172765731812,0,0,2500,16600,20600,24600,32000,38200,44900,52800,57500,63300,83300,109600,121900,140600,179100,263600,380000,NA,NA,1669,1158,804,1025,1257,1144,857,555,383,239,156,113,66,54,37,24,25,14,21,17,11,133,2001,NA
"75",75,17,"SG","Total",244783,322.123,1316,248,0.826,50646,41700,0.435,37352.4453125,32000,0.410557597875595,57372,47400,0.42,41308.0390625,36400,0.375490009784698,0,0,6500,19700,23900,28100,35200,41700,48500,56900,62000,68200,88700,114000,124300,139600,166600,233800,332000,807600,2891700,43217,29283,20369,29523,36603,35729,27540,19669,13473,9004,5944,4118,2838,1902,1476,1080,883,655,574,467,341,3312,2001,NA
"76",76,18,"GR","Total",125429,129.082,1029,169,0.839,41130,33800,0.516,31003.58984375,26100,0.497395306825638,46532,38000,0.499,34217.72265625,30500,0.466703444719315,0,0,0,5000,8800,14300,24700,33800,41700,50500,55700,61800,81500,105200,114200,128000,152300,210000,290000,618400,1931100,28332,32810,11384,12891,15377,14637,11486,8074,5589,3603,2415,1602,1171,767,568,446,364,268,223,203,156,1395,2001,NA
"77",77,19,"AG","Total",305205,422.151,1383,368,0.778,54286,46500,0.407,40077.34375,36000,0.381146043539047,61031,52200,0.393,44117.53515625,40300,0.348308503627777,0,300,7300,22400,27800,32200,39700,46500,53900,62900,68500,75400,98000,124500,134700,149000,172600,226100,3e+05,571000,1598000,47281,34775,19724,28737,40149,43987,36968,28036,19942,14229,9815,6923,4900,3492,2590,1927,1505,1135,863,771,605,4132,2001,NA
"78",78,20,"TG","Total",124099,136.788,1102,239,0.803,48805,41700,0.415,36095.40625,31666.666015625,0.394237726926804,55776,47700,0.398,40215.609375,36200,0.3563412129879,0,0,6400,19700,24100,28200,35300,41700,48400,56400,61300,67400,87100,110700,119500,133100,156100,207600,276800,568900,2394100,22592,15303,9766,14924,18521,18740,14222,9911,6957,4426,3008,2011,1398,945,668,531,429,308,258,234,166,1373,2001,NA
"79",79,24,"NE","Total",95638,111.611,1167,234,0.807,49070,41000,0.435,36327.609375,32100,0.402351588010788,55035,45700,0.43,39867.421875,36400,0.380091965198517,0,0,4000,18000,22600,26600,34200,41000,48600,57700,63200,70000,90400,114900,124600,138200,160100,210300,285900,592700,NA,15951,13504,7513,11560,13777,12722,9905,7511,5602,3834,2587,1716,1180,803,663,471,371,308,219,161,147,1084,2001,NA
"80",80,25,"GE","Total",239825,687.689,2867,310,0.876,62778,43800,0.581,46172.96484375,34375,0.551203727722168,68027,48400,0.564,49359.6796875,38533.33203125,0.52702134847641,0,0,0,0,17100,23000,34100,43800,53800,65300,72600,81700,114600,160000,178600,206500,256200,378000,555600,1557500,15111200,55037,56134,8958,20973,23983,24699,22418,18588,13895,10484,7721,5748,4430,3342,2610,2116,1723,1381,1177,910,815,7720,2001,NA
"81",81,26,"JU","Total",40306,28.815,715,160,0.794,40914,36000,0.435,30071.068359375,27523.80859375,0.407900542020798,47155,41100,0.429,33736.546875,32100,0.379182189702988,0,0,0,13600,18400,22500,29800,36000,42600,50600,55400,61300,78000,95500,101600,110100,125700,159400,213100,406100,NA,9480,7067,3712,5418,6403,5274,3947,2881,1898,1224,774,492,309,178,147,111,69,65,45,31,21,240,2001,NA
"82",82,1,"ZH","Total",753209,1617.45,2147,411,0.825,61114,47700,0.471,47082.05078125,38666.66796875,0.445831924676895,66580,52200,0.456,50486.95703125,42333.33203125,0.419567972421646,0,0,5100,20000,25500,30800,39700,47700,56200,66700,73300,81700,111000,149900,165400,188400,227000,319300,457400,1072100,3600000,133256,96636,52019,69073,85459,93739,83172,66389,48687,35448,25938,19478,14153,10717,8254,6418,5133,4072,3367,2878,2268,19911,2002,NA
"83",83,2,"BE","Total",579169,584.984,1010,188,0.812,45172,38700,0.457,34372.390625,30761.904296875,0.435448080301285,50859,43500,0.442,37828.37890625,34833.33203125,0.403736293315887,0,0,0,11900,18400,23400,31700,38700,45800,54400,59700,66100,86600,109700,117900,129800,148800,193500,255900,526500,1913400,145465,108385,44130,65408,81878,76886,58760,41893,29455,20169,13876,9584,6732,4691,3444,2528,1864,1431,1115,855,744,5341,2002,NA
"84",84,3,"LU","Total",197311,232.811,1180,237,0.817,48658,41000,0.434,36728.4765625,32200,0.410988986492157,54364,45800,0.425,40077.4375,36100,0.383390694856644,0,0,5400,17200,22100,26700,34500,41000,47800,55800,60900,67200,87600,112700,122400,135900,158600,212700,299900,638600,2824500,40219,26665,18250,21707,28757,28892,22140,15079,10528,6877,4713,3170,2202,1656,1202,930,689,539,425,303,294,2293,2002,NA
"85",85,4,"UR","Total",19684,14.349,729,200,0.761,43501,39600,0.385,32507.556640625,30500,0.365217328071594,49965,45000,0.372,36324.90625,34600,0.328176498413086,0,900,7100,17300,22200,26500,33400,39600,46000,52900,57400,62300,76600,93300,99300,107200,121400,155200,203900,439300,NA,3977,2599,1870,2322,3185,3020,2318,1621,1046,593,339,243,123,94,55,36,38,28,20,14,14,106,2002,NA
"86",86,5,"SZ","Total",74990,200.781,2677,304,0.885,63761,43900,0.518,47665.7421875,34388.890625,0.496882557868958,69977,49400,0.497,51336.2578125,38500,0.464707374572754,0,1300,7900,19800,24600,29300,37000,43900,51400,61000,67100,74800,102600,145900,166200,198800,257700,415900,682700,1918300,NA,13286,8650,6481,7945,10108,10424,8191,5966,4325,2846,2103,1468,1048,779,592,493,367,306,278,222,168,2230,2002,NA
"87",87,6,"OW","Total",19263,21.595,1121,192,0.84,45428,37900,0.458,34135.140625,29000,0.438205927610397,51627,42700,0.447,37710.58203125,33500,0.407499432563782,0,100,4300,13500,18600,22900,31200,37900,44400,52000,56400,62100,81600,103500,113000,124200,146300,196800,273800,603800,NA,4172,3211,1924,2248,2907,2738,2030,1332,847,584,380,245,173,116,92,78,54,45,29,22,25,183,2002,NA
"88",88,7,"NW","Total",22409,56.275,2511,369,0.866,63996,46200,0.488,48574.23828125,36900,0.467987090349197,70233,51500,0.47,52277.59765625,40800,0.437073230743408,0,3200,10000,22400,27600,31900,39400,46200,53600,62700,68800,76500,102300,143400,159100,184000,231100,350700,555100,2156500,NA,3294,2230,1734,2182,2998,3266,2656,1930,1382,975,671,478,312,212,197,169,133,93,85,67,58,581,2002,NA
"89",89,8,"GL","Total",22201,21.127,952,212,0.796,46074,40400,0.413,34545.63671875,31000,0.387324720621109,52311,45300,0.406,38223.6484375,35300,0.359115272760391,0,0,5800,18000,22600,26700,33800,40400,46800,54400,59100,64700,81800,101600,110000,124100,141300,191600,261400,467500,NA,4270,3013,1890,2739,3295,3377,2517,1811,1149,753,484,283,182,127,128,60,57,44,34,32,22,204,2002,NA
"90",90,9,"ZG","Total",59151,222.471,3761,520,0.861,77583,51900,0.526,57741.37890625,40900,0.49922114610672,81811,56000,0.514,60185.41796875,43600,0.479910671710968,0,1500,9400,23200,29700,34900,43600,51900,61300,73300,81300,91400,130000,189400,213500,249900,315100,485000,736300,2427300,NA,8913,6102,4229,4614,6105,7170,6455,5239,3991,3033,2293,1696,1278,1030,753,625,526,411,378,279,257,2687,2002,NA
"91",91,10,"FR","Total",129826,142.959,1101,249,0.793,49713,42300,0.409,36202.41796875,31960.6484375,0.377696424722672,56778,48000,0.401,40324.70703125,36800,0.34718331694603,0,2700,8200,19600,23900,28400,35800,42300,49300,57800,63100,69700,89800,113400,122200,135500,155700,199000,265400,524700,2027800,22368,14453,12077,14854,18727,18963,14505,10514,7688,5127,3436,2346,1650,1096,839,639,502,395,274,265,189,1287,2002,NA
"92",92,11,"SO","Total",146626,161.415,1101,258,0.793,48522,42200,0.432,36170.453125,32888.890625,0.405743390321732,54655,47300,0.421,39892.7109375,37142.85546875,0.376506567001343,0,0,2000,16800,22300,27000,35200,42200,49400,58000,63300,69600,89200,111600,119900,131300,151900,197500,266900,557500,2063200,29857,22670,10610,15411,19794,20399,16603,12247,8746,5833,3972,2687,1801,1323,892,599,504,364,282,251,209,1429,2002,NA
"93",93,12,"BS","Total",122163,216.172,1770,286,0.844,53751,42000,0.494,42092.4375,34500,0.471338003873825,59045,46600,0.473,45544.9609375,38400,0.439737468957901,0,0,1000,14300,19500,24100,33900,42000,50500,60200,66100,73400,98500,132300,145200,163600,196000,269400,391500,994500,5425400,27379,20038,11033,12586,14348,14520,12670,9917,7035,4812,3422,2396,1786,1233,1057,783,654,505,401,366,269,2332,2002,NA
"94",94,13,"BL","Total",155035,270.371,1744,411,0.802,57604,48100,0.454,42685.36328125,37800,0.426290988922119,63816,53300,0.438,46494.24609375,42000,0.396614879369736,0,0,2000,18000,25000,31100,40100,48100,56500,66500,72700,80400,106400,137700,149400,166900,197300,263300,355800,784700,3370900,30079,23341,9605,11989,16730,19435,17812,14058,10651,7662,5544,4040,3031,2123,1633,1250,946,723,611,471,382,2998,2002,NA
"95",95,14,"SH","Total",41823,45.92,1098,290,0.773,50103,43300,0.401,37582.0234375,34000,0.37252351641655,56359,48500,0.389,41366.00390625,38266.66796875,0.342943668365479,0,1300,7900,20600,25100,29300,36600,43300,50600,59000,64300,70600,90900,114400,122700,137200,159300,203700,267100,474400,NA,7149,4711,3396,4770,5892,5976,4925,3618,2525,1693,1161,799,558,356,255,223,139,142,104,71,68,441,2002,NA
"96",96,15,"AR","Total",29538,39.604,1341,236,0.831,50822,41400,0.447,37884.98046875,32047.619140625,0.421110183000565,57141,46700,0.434,41579.421875,36266.66796875,0.391102731227875,0,0,5800,18200,22600,26800,34400,41400,48400,56900,62200,68900,90600,116700,127800,144200,174600,250000,375700,900500,NA,5751,3850,2613,3533,4125,4157,3291,2268,1588,1104,776,501,350,248,183,145,104,77,71,61,48,445,2002,NA
"97",97,16,"AI","Total",7958,14.074,1769,194,0.887,53118,40000,0.486,40339.453125,29600,0.48427015542984,60194,45900,0.466,44319.33203125,34400,0.4447962641716,0,0,6600,18400,22200,26400,33600,40000,46200,53900,58900,65000,85400,113700,125000,142300,174600,253100,381900,NA,NA,1488,959,795,1026,1186,1254,825,590,389,222,180,100,83,58,45,26,33,20,12,12,14,129,2002,NA
"98",98,17,"SG","Total",250677,312.662,1247,247,0.819,49912,41600,0.432,36843.1171875,31904.76171875,0.408068001270294,56629,47200,0.418,40797.7265625,36400,0.373188227415085,0,0,5800,19100,23400,27700,35000,41600,48500,56900,62000,68200,88800,113900,123400,137800,162400,224200,317500,725100,2786200,46984,31171,21274,29693,36990,36084,28125,20069,13825,9231,6085,4318,2988,2121,1453,1151,897,665,554,467,343,3173,2002,NA
"99",99,18,"GR","Total",126379,131.064,1037,178,0.83,41766,34500,0.512,31501.51953125,26750,0.492099761962891,47175,38500,0.496,34733.38671875,31200,0.461982250213623,0,0,0,5500,9200,14600,25200,34500,42600,51400,56800,63200,83300,106500,115400,128600,152900,210100,287300,640500,2128300,27863,32586,11349,12754,15054,14705,11638,8396,5768,3919,2664,1744,1231,873,602,457,356,293,221,182,167,1420,2002,NA
"100",100,19,"AG","Total",310221,429.514,1385,381,0.772,55114,47200,0.405,40719.28515625,36600,0.377913773059845,61837,52900,0.393,44757.8671875,40900,0.346387416124344,0,700,7700,22900,28400,32800,40200,47200,54800,64000,69700,76500,99500,126800,136800,150700,174500,228900,3e+05,570800,1418200,48759,34616,19503,28444,40223,44060,37447,28944,21129,14766,10490,7223,5174,3794,2767,2133,1598,1202,968,759,601,4380,2002,NA
"101",101,20,"TG","Total",126524,138.398,1094,248,0.796,48973,42100,0.413,36330.23828125,32066.666015625,0.39182835817337,55878,47900,0.398,40434.7421875,36600,0.355010062456131,0,100,6300,19600,24100,28300,35600,42100,48800,56900,62000,68100,87800,111400,120300,134200,156400,203000,271400,545800,1972000,22719,15814,9884,14915,18579,18624,14648,10316,7167,4739,3212,2054,1476,976,769,546,431,340,296,234,173,1331,2002,NA
"102",102,24,"NE","Total",97182,112.778,1160,234,0.804,48908,41100,0.44,36243.8671875,32200,0.406641244888306,54868,45700,0.434,39787.76171875,36555.5546875,0.384135007858276,0,0,3000,17000,22100,26000,34100,41100,48600,57800,63600,70500,91400,115200,124900,137400,158900,207300,278400,614900,NA,18890,14580,7411,11495,13542,12752,10158,7480,5638,3917,2752,1853,1251,894,678,493,385,294,222,181,151,1055,2002,NA
"103",103,25,"GE","Total",236440,615.173,2602,326,0.86,61590,45000,0.558,45325.9453125,35200,0.52748441696167,67010,49700,0.542,48612.484375,39533.33203125,0.50295889377594,0,0,0,0,18500,24400,35200,45000,55000,66700,74100,83300,115900,160750,178400,204400,248600,359500,508000,1267000,10901900,53174,53538,8243,20512,23511,24398,22193,18563,14281,10652,8050,5915,4633,3441,2692,2086,1760,1455,1248,1028,831,7410,2002,NA
"104",104,26,"JU","Total",40499,29.446,727,163,0.791,41417,36300,0.433,30407.98046875,27800,0.403852254152298,47701,41400,0.427,34109.11328125,32400,0.375322848558426,0,0,0,13700,18600,22400,30000,36300,43100,51200,56200,62100,79100,96600,103200,112300,127700,158200,212800,416300,NA,9507,6924,3877,5362,6329,5285,3905,2945,1955,1281,836,493,327,209,160,132,81,51,53,36,24,234,2002,NA
"105",105,1,"ZH","Total",759624,1587.199,2089,405,0.824,60437,47400,0.469,46444.58203125,38400,0.442923992872238,65808,51800,0.455,49782.58203125,42000,0.417435884475708,0,0,5100,20000,25300,30600,39500,47400,55900,66200,72700,81000,110000,148100,163100,185100,221900,309400,443300,1014600,3600000,135991,98772,52285,70126,87151,94373,84049,66982,49207,35509,25771,19262,14068,10763,8006,6363,5091,4138,3391,2844,2326,19147,2003,NA
"106",106,2,"BE","Total",583970,636.777,1090,190,0.822,45994,38900,0.465,35101.00390625,31047.619140625,0.445084005594254,51649,43700,0.45,38545.1015625,35000,0.413397341966629,0,0,0,11400,18400,23500,31900,38900,46100,54800,60100,66700,87500,111000,119400,131100,150200,195500,260200,548200,2017100,147129,110899,42960,64475,82155,77102,59036,42640,29964,20601,14148,9901,7085,4986,3614,2641,1918,1508,1132,953,723,5529,2003,NA
"107",107,3,"LU","Total",198296,237.029,1195,250,0.812,49241,41600,0.432,37204.765625,32700,0.407920271158218,55035,46300,0.423,40645.4765625,36700,0.380453079938889,0,0,5700,17500,22500,27200,35100,41600,48400,56600,61800,68200,89000,113800,123500,137300,160000,215800,300400,630100,2725000,39790,26589,17805,21211,28587,28837,22379,15592,10756,7289,4907,3447,2301,1688,1249,973,713,576,440,330,262,2365,2003,NA
"108",108,4,"UR","Total",19661,14.194,722,208,0.751,43844,40100,0.383,32780.97265625,30933.333984375,0.361175030469894,50239,45300,0.37,36573.453125,35000,0.325461596250534,0,1500,7300,17500,22300,26700,33800,40100,46400,53700,58100,63100,77700,95000,100500,109100,122900,153800,207000,391000,NA,3924,2561,1886,2244,3108,3027,2306,1712,1025,585,392,245,139,101,80,39,27,31,16,17,12,108,2003,NA
"109",109,5,"SZ","Total",75518,224.016,2966,306,0.893,66069,43900,0.541,50190.01953125,34333.33203125,0.528299629688263,70604,48000,0.524,52817.10546875,37500,0.503319561481476,0,0,6300,19000,23800,28700,36800,43900,51600,61300,67700,75600,105500,150700,170600,205900,269700,426800,695000,2094800,NA,14005,9593,6223,7827,9889,10300,8072,5926,4175,2918,2183,1483,1171,809,631,502,429,346,288,220,183,2350,2003,NA
