"","ktnr","ktname","Einheit","stpf","snpstbetr","mean_stbetr","median_stbetr","gini_stbetr","mean_steink","median_steink","gini_steink","mean_steinka","median_steinka","gini_steinka","mean_reink","median_reink","gini_reink","mean_reinka","median_reinka","gini_reinka","p1","p5","p10","p20","p25","p30","p40","p50","p60","p70","p75","p80","p90","p95","p96","p97","p98","p99","p99_5","p99_9","p99_99","stpfo","stpf_100","stpf_200","stpf_300","stpf_400","stpf_500","stpf_600","stpf_700","stpf_800","stpf_900","stpf_1000","stpf_1100","stpf_1200","stpf_1300","stpf_1400","stpf_1500","stpf_1600","stpf_1700","stpf_1800","stpf_1900","stpf_2000","stpf_u2000","year","Einheit ID"
"62","12","BS","Total",100969,119.409,1183,293,0.786,35519,27400,0.385,24179.392578125,19300,0.362135261297226,40005,31700,0.358,27028.283203125,22266.666015625,0.326601713895798,0,11000,12800,16600,18500,20300,23800,27400,31300,36100,39100,43000,57600,78800,88100,102300,126400,182300,262500,620600,1435500,0,2079,27160,28003,19672,9869,4974,2727,1608,998,715,541,392,320,276,190,161,135,120,91,80,858,1977,NA
"63","13","BL","Total",84398,103.097,1222,357,0.753,37467,29600,0.356,23431.44140625,19000,0.33006477355957,42568,35200,0.332,26368.2109375,21904.76171875,0.296545684337616,10200,12100,14400,18700,20700,22500,26000,29600,33700,38800,42100,46400,61300,81300,89200,101500,123200,168000,232700,479600,NA,0,618,18851,23436,17740,9580,5250,2813,1715,1079,694,477,364,293,215,169,157,123,85,80,65,594,1977,NA
"64","14","SH","Total",27166,21.38,787,270,0.723,31570,26700,0.326,20309.25,17400,0.309526592493057,36544,32000,0.306,23211.3359375,20300,0.27453750371933,0,11300,13200,16700,18500,20300,23500,26700,30100,34300,37000,40200,51200,65800,71200,79200,93700,124800,175100,334100,NA,0,557,7342,8285,5446,2637,1144,616,342,205,134,85,74,53,32,30,25,14,12,11,15,107,1977,NA
"65","15","AR","Total",18965,12.827,676,136,0.8,27698,21800,0.345,18284.36328125,15111.111328125,0.329943150281906,32368,26200,0.323,20966.056640625,17700,0.288156419992447,1300,10900,12200,14500,15700,16900,19300,21800,24600,28200,30500,33500,44000,58400,63600,73400,89200,130000,190300,424600,NA,0,348,7771,5885,2526,1042,516,255,146,104,69,48,30,35,18,18,24,14,14,7,12,83,1977,NA
"66","16","AI","Total",4334,2.31,533,122,0.771,25973,20700,0.323,17747.8984375,14666.6669921875,0.319878578186035,30603,25300,0.304,20339.1953125,17000,0.274362981319427,9900,10900,12000,14000,15000,16100,18400,20700,23400,26600,28600,31500,42400,56200,62000,68700,84500,123300,NA,NA,NA,0,51,1977,1331,479,204,111,57,29,17,18,8,7,8,8,7,1,3,2,0,1,15,1977,NA
"67","17","SG","Total",145699,101.947,700,172,0.77,29161,23600,0.328,19145.119140625,15944.4443359375,0.312921762466431,33913,28500,0.308,21859.439453125,18600,0.273562878370285,10100,11500,12900,15600,17000,18300,20900,23600,26600,30200,32500,35500,45700,59300,64800,72900,87700,127800,186800,403400,1148500,0,1262,51356,48556,23421,9624,4386,2269,1288,773,514,357,274,196,194,142,126,86,97,74,65,639,1977,NA
"68","18","GR","Total",64595,48.691,754,177,0.776,27941,22100,0.393,18280.326171875,15000,0.378038465976715,32475,26600,0.365,20850.119140625,17571.427734375,0.335717141628265,500,4100,10000,13100,14700,16200,19200,22100,25400,29600,32100,35400,47100,62200,68200,78200,95400,135400,200300,385300,NA,0,6335,21096,18333,9174,4150,2000,1077,575,404,265,202,152,120,108,67,64,49,47,28,23,326,1977,NA
"69","19","AG","Total",171339,123.324,720,223,0.736,30200,25100,0.328,19447.064453125,16466.666015625,0.308214217424393,35157,30200,0.307,22285.6640625,19300,0.271059840917587,9700,10200,12000,15600,17300,18900,22100,25100,28400,32600,35300,38500,49800,63100,68200,75600,88600,119200,162500,319000,732800,0,4217,52694,52507,30615,14295,7079,3504,2020,1118,749,497,342,263,222,192,138,109,81,83,73,541,1977,NA
"70","20","TG","Total",71961,45.356,630,170,0.755,28199,23400,0.324,18221.52734375,15533.3330078125,0.313705325126648,33091,28300,0.305,20982.630859375,18333.333984375,0.274142146110535,0,11000,12500,15400,16800,18200,20800,23400,26300,29900,32200,35100,44400,57000,61900,68900,81000,113500,166900,346000,NA,0,1626,24906,23893,11757,4655,1985,1067,576,363,209,161,103,92,68,61,42,44,30,29,26,268,1977,NA
"71","21","TI","Total",97206,82.872,853,168,0.799,27911,21600,0.42,18425.072265625,14500,0.410346329212189,31987,26000,0.392,20829.83203125,17066.666015625,0.371103316545486,0,600,7900,12800,14400,15800,18700,21600,24800,28900,31500,35000,47500,65400,73000,84100,104100,152500,217500,424600,NA,0,10658,32476,27012,12607,5764,2841,1612,1010,683,473,311,261,218,153,129,110,90,91,65,71,571,1977,NA
"72","22","VD","Total",200017,169.881,849,202,0.775,31062,24300,0.357,20305.056640625,16600,0.336100101470947,35662,29000,0.332,23048.99609375,19333.333984375,0.298733770847321,2100,11100,12700,15800,17300,18700,21400,24300,27600,31900,34800,38300,50600,68600,75900,87000,105300,147200,202100,410600,1166800,0,4774,64287,62475,32339,15414,7247,3882,2423,1603,1094,820,600,444,371,346,231,201,174,126,136,1030,1977,NA
"73","23","VS","Total",82900,43.434,524,154,0.731,24640,21300,0.384,15653.078125,13722.22265625,0.371311813592911,29385,26300,0.36,18331.701171875,16600,0.328243672847748,0,1400,3600,12100,13700,15300,18300,21300,24400,28100,30300,33000,42300,53500,58000,64600,76600,105600,146900,275100,NA,0,11401,26371,23814,11437,4843,2011,980,543,353,231,147,132,82,99,61,60,41,52,27,18,197,1977,NA
"74","24","NE","Total",60528,40.186,664,190,0.744,28890,23800,0.317,18908.25390625,15700,0.311029314994812,33802,29000,0.292,21860.42578125,18600,0.273166507482529,10200,11400,12800,15700,17100,18400,21100,23800,26900,30700,33000,35700,45300,58200,63600,71800,86100,119100,157900,334800,NA,0,473,21261,19563,10525,4102,1813,864,505,323,208,169,124,96,77,74,55,40,32,29,20,175,1977,NA
"75","25","GE","Total",126094,187.157,1484,335,0.794,38885,28500,0.41,25311.759765625,19380.953125,0.386529922485352,43443,33300,0.385,28073.82421875,22200,0.352905839681625,0,11200,13400,17500,19500,21300,24900,28500,32900,38300,41900,46800,64600,89400,99900,114800,139900,202500,297500,805300,3379000,0,3153,29978,34319,23891,12887,7058,4209,2585,1780,1195,936,679,547,358,296,279,192,180,152,130,1290,1977,NA
"76","26","JU","Total",22690,13.924,614,138,0.78,26912,21700,0.327,17428.162109375,14500,0.307700216770172,31751,26900,0.308,20193.173828125,17200,0.267403781414032,9700,11000,12100,14400,15500,16800,19200,21700,24600,28100,30300,32900,42000,54000,58900,65000,74700,97000,140200,296800,NA,0,310,9472,7052,3248,1189,557,309,174,109,61,39,24,19,13,12,15,8,7,6,8,58,1977,NA
"77","1","ZH","Total",475457,601.774,1266,335,0.773,37772,29200,0.378,24982.205078125,20000,0.354410022497177,42371,33900,0.356,27752.990234375,22800,0.322174102067947,0,11700,13900,18100,20100,22000,25500,29200,33300,38500,41900,46100,61900,82700,91700,105100,129400,184600,266400,622700,1894400,0,7864,108127,130492,96820,53149,27778,15779,9690,5979,3941,2789,2044,1577,1270,1044,877,680,582,500,428,4047,1979,NA
"78","2","BE","Total",356252,288.027,808,223,0.753,31216,25100,0.34,20713.126953125,17300,0.318614453077316,35919,29900,0.317,23519.87890625,20066.666015625,0.282211482524872,9700,11300,12800,16000,17500,19100,22100,25100,28600,33100,35900,39400,51400,66800,72600,81300,97300,135100,189300,359100,828400,0,4414,112227,108448,62199,30455,14714,8039,4631,2686,1708,1275,886,706,540,436,367,312,227,213,190,1579,1979,NA
"79","3","LU","Total",107494,79.545,740,190,0.764,29260,23700,0.353,19319.009765625,16300,0.337640076875687,33818,28400,0.331,21910.3984375,18900,0.297649145126343,0,10500,12100,15100,16700,18100,21000,23700,26900,30900,33400,36700,48000,62100,67500,75800,90400,128000,183000,411500,1140800,0,3894,35147,33929,17143,7724,3741,2009,1065,671,418,293,231,196,135,98,100,70,75,45,42,468,1979,NA
"80","4","UR","Total",11682,9.516,815,193,0.796,30155,24000,0.338,19990.255859375,16145.5029296875,0.325943261384964,34932,28900,0.317,22762.640625,18866.666015625,0.284728646278381,10300,11500,13000,16100,17500,18900,21400,24000,26800,30300,32600,35400,44000,55400,59900,67900,79500,108600,173400,379000,NA,0,34,3952,4098,1946,884,304,144,90,57,37,23,20,6,8,8,4,5,9,6,7,40,1979,NA
"81","5","SZ","Total",34328,25.465,742,193,0.766,29618,23900,0.348,19599.884765625,16300,0.331784218549728,34404,28700,0.324,22353.55078125,19000,0.289561122655869,0,10700,12300,15300,16800,18300,21100,23900,27000,30700,33100,36200,47000,61000,66100,75100,87800,124800,180300,430500,NA,0,937,11367,11151,5520,2428,1122,596,344,206,139,93,64,40,33,32,37,25,21,21,16,136,1979,NA
"82","6","OW","Total",9331,6.797,728,152,0.797,28097,22100,0.373,18930.94921875,15300,0.365057021379471,32454,26200,0.349,21407.75390625,17733.333984375,0.321625739336014,0,10200,11400,14000,15400,16800,19500,22100,24800,28300,30600,33400,43900,59400,64400,73500,86400,116100,167800,NA,NA,0,435,3454,2985,1249,517,240,137,92,52,33,32,18,18,11,5,4,4,3,4,1,37,1979,NA
"83","7","NW","Total",10736,10.483,976,199,0.814,31881,24200,0.376,21224.623046875,16600,0.357692420482635,36391,28900,0.353,23831.552734375,19142.857421875,0.317805796861649,7100,11100,12700,15600,17200,18700,21500,24200,27200,31300,33600,36400,48000,64300,71200,82800,104500,154300,251800,938600,NA,0,178,3492,3519,1872,704,336,188,104,65,52,30,26,25,14,15,14,7,6,9,8,72,1979,NA
"84","8","GL","Total",15138,10.248,677,193,0.747,29344,24200,0.322,19519.166015625,16600,0.301477640867233,34039,29000,0.304,22295.005859375,19351.8515625,0.264900594949722,10100,11300,12800,15500,17100,18500,21400,24200,27600,31300,33800,36600,46100,58200,63000,70600,86200,121600,179400,387500,NA,0,130,5131,4805,2687,1206,476,238,103,85,53,37,24,30,14,15,12,9,8,6,7,62,1979,NA
"85","9","ZG","Total",31533,36.654,1162,282,0.782,36361,27500,0.371,23592.970703125,19066.666015625,0.345879256725311,41045,32100,0.35,26267.82421875,21600,0.312255620956421,10000,12000,14300,18100,19600,21100,24100,27500,31400,36500,39800,44100,60000,82100,91500,104300,126100,179600,252100,557900,NA,0,289,7920,9667,5827,3068,1608,914,571,371,258,199,141,105,73,56,57,59,38,30,29,253,1979,NA
"86","10","FR","Total",63729,39.199,615,163,0.746,27794,22900,0.331,18088.56640625,15400,0.308937966823578,32631,28000,0.31,20871.46875,18133.333984375,0.269346535205841,0,10500,11900,14700,16200,17600,20200,22900,26000,29800,32200,35400,45800,58400,63400,70500,81500,108000,152100,293200,NA,0,1952,22776,20096,9647,4253,2038,1020,612,348,231,150,103,78,58,41,36,35,35,24,20,176,1979,NA
"87","11","SO","Total",83901,66.534,793,248,0.74,30629,25600,0.349,19869.400390625,16952.380859375,0.327228963375092,35409,30500,0.325,22675.892578125,19761.904296875,0.28914287686348,0,10500,12200,15600,17400,19100,22400,25600,29100,33400,36000,39200,50100,63800,68500,76400,89900,127500,175900,364600,NA,0,3249,24033,24880,15767,7496,3461,1836,942,560,350,192,196,122,127,81,80,68,63,44,39,315,1979,NA
"88","12","BS","Total",100251,123.324,1230,318,0.779,36471,28200,0.381,24983.248046875,20000,0.356374889612198,41006,32500,0.353,27900.845703125,23000,0.319956570863724,0,11400,13400,17100,19000,20900,24500,28200,32200,37200,40300,44400,59500,81800,91400,105100,128100,185200,262900,562700,1302900,0,1757,25848,27028,19970,10435,5354,2934,1669,1126,799,607,439,340,270,222,157,126,110,98,96,866,1979,NA
"89","13","BL","Total",87897,113.248,1288,388,0.745,38582,30600,0.359,24249.171875,19800,0.328552067279816,43642,36000,0.337,27191.1484375,22733.333984375,0.29656109213829,10100,12100,14400,19000,21100,23000,26800,30600,35000,40300,43800,48400,64100,84900,93200,106100,127800,172700,233200,480000,NA,0,749,18845,22832,18632,10536,5875,3364,2025,1212,848,558,414,324,270,211,169,133,101,95,77,627,1979,NA
"90","14","SH","Total",28246,23.684,838,300,0.714,32747,27800,0.326,21191.779296875,18266.666015625,0.305039495229721,37700,32900,0.307,24103.109375,21200,0.270691454410553,0,11400,13300,17000,19000,20800,24300,27800,31500,36000,38800,42200,53300,67600,73700,81500,95400,127600,177200,340800,NA,0,479,7346,8008,5907,3050,1448,732,380,239,149,114,72,47,41,33,30,18,14,16,13,110,1979,NA
"91","15","AR","Total",20703,15.179,733,144,0.8,29227,22800,0.341,19278.005859375,15888.888671875,0.324909567832947,33902,27200,0.32,21975.486328125,18500,0.284831255674362,10000,11300,12800,15400,16600,17800,20200,22800,25700,29700,32200,35500,46900,61500,67000,77100,94600,135200,197700,404100,NA,0,205,7841,6563,3000,1341,655,348,173,120,87,69,48,32,26,18,17,17,18,10,15,100,1979,NA
"92","16","AI","Total",4572,2.808,614,142,0.77,27267,21900,0.332,18518.990234375,15476.1904296875,0.316641002893448,31891,26250,0.314,21127.947265625,17955.357421875,0.274205029010773,9800,11000,12200,14500,15500,16700,19100,21900,24500,27900,30300,33200,44200,58700,65300,76300,88600,113400,NA,NA,NA,0,61,1916,1427,584,242,131,55,34,37,18,15,10,9,2,6,3,0,4,0,3,15,1979,NA
"93","17","SG","Total",152033,114.851,755,207,0.759,30281,24700,0.333,19884.259765625,16800,0.313866168260574,35031,29500,0.314,22613.076171875,19466.666015625,0.275988012552261,1400,11400,13100,16100,17500,19000,21800,24700,27900,31800,34400,37400,48100,62300,67900,76200,91000,128300,182600,391200,1169500,0,2438,48011,49278,26936,11707,5223,2789,1596,936,600,457,338,237,194,163,137,115,96,76,61,645,1979,NA
"94","18","GR","Total",69855,53.892,771,196,0.766,28385,22600,0.401,18739.158203125,15523.8095703125,0.384661763906479,32814,26800,0.372,21275.28125,18095.23828125,0.343034505844116,800,3600,7800,12900,14600,16300,19500,22600,26000,30400,33200,36500,48400,63500,69700,79200,96300,135400,192900,388900,NA,0,7779,21165,19200,10419,4856,2404,1273,710,457,298,232,161,131,116,78,79,59,45,34,33,326,1979,NA
"95","19","AG","Total",174244,142.899,820,276,0.719,32414,27000,0.32,20910.078125,17900,0.296987146139145,37377,32100,0.302,23770.96484375,20714.28515625,0.263027042150497,10200,11700,13600,17200,18900,20600,23700,27000,30600,35100,37900,41300,53200,67200,72400,80400,94000,125500,172900,320700,904500,0,1163,47587,53022,34369,17356,8471,4551,2420,1437,857,627,435,332,224,213,144,138,110,103,73,612,1979,NA
"96","20","TG","Total",76918,52.419,681,193,0.753,29404,24400,0.326,19173.255859375,16500,0.3132483959198,34241,29000,0.307,21934.50390625,19250,0.27439072728157,0,11100,12900,16100,17500,18900,21600,24400,27500,31400,33900,36800,46500,59100,64000,70800,83400,115800,169400,363000,NA,0,1801,24198,25229,13498,5902,2580,1324,681,419,250,188,131,101,82,65,38,50,45,35,33,268,1979,NA
"97","21","TI","Total",103434,90.845,878,196,0.788,29118,22800,0.412,19275.01953125,15300,0.400444656610489,33354,27300,0.382,21799.166015625,17952.380859375,0.359155237674713,0,1800,9900,13300,15000,16600,19700,22800,26200,30500,33300,36800,49700,68200,76000,87200,106800,154200,216800,424500,1101900,0,10473,31688,29146,14941,6955,3441,1924,1160,809,553,397,297,240,189,134,139,100,79,90,64,615,1979,NA
"98","22","VD","Total",213462,196.265,919,228,0.772,32211,25100,0.361,21238.107421875,17500,0.334893107414246,36758,29700,0.337,23972.734375,20200,0.29888191819191,2200,11100,12900,16300,17800,19200,22100,25100,28600,33300,36300,40000,53000,71500,79000,89800,108500,149400,208300,427600,1393000,0,5489,63821,65440,35859,18156,8730,4761,2896,1923,1302,930,731,514,440,357,242,182,189,162,169,1169,1979,NA
"99","23","VS","Total",90641,52.132,575,182,0.723,25282,22000,0.401,16099.8876953125,14333.3330078125,0.382833927869797,30035,26800,0.374,18831.564453125,17238.095703125,0.338552474975586,0,1000,3000,11500,13400,15200,18600,22000,25500,29500,31900,35000,44600,56000,60900,67500,78000,106700,150900,281100,NA,0,14664,25125,24502,13816,6128,2622,1336,751,423,258,162,142,104,74,68,66,54,56,29,31,230,1979,NA
"100","24","NE","Total",61961,45.531,735,220,0.741,29715,24600,0.339,19594.630859375,16500,0.328290611505508,34537,29700,0.313,22519.81640625,19400,0.290292114019394,0,10800,12400,15600,17100,18700,21700,24600,28000,32300,34700,37700,47600,60900,66900,75900,90300,124700,166200,337900,NA,0,1861,19394,18912,11314,5151,2086,1010,584,397,255,185,142,105,77,88,55,55,42,31,31,186,1979,NA
"101","25","GE","Total",131218,206.036,1570,376,0.783,40390,29900,0.409,26374.369140625,20400,0.383147805929184,44952,34600,0.384,29151.09765625,23266.666015625,0.350733876228333,0,11300,13600,18000,20100,22100,25900,29900,34500,40400,44300,49300,67900,94800,104700,118900,144100,203600,295600,764600,3201800,0,3151,29066,33586,25180,14752,8255,4935,2932,2051,1475,1132,840,615,479,371,298,213,227,156,149,1355,1979,NA
"102","26","JU","Total",23799,13.261,557,152,0.736,27013,22500,0.319,17754.740234375,15133.3330078125,0.297935634851456,31814,27500,0.3,20557.66796875,18000,0.260119378566742,0,10900,12100,14500,15800,17100,19700,22500,25700,29500,31800,34600,43400,55200,59600,65900,76600,100800,131100,253700,NA,0,477,9229,7171,3840,1496,649,317,197,110,68,69,24,27,16,13,12,15,3,6,12,48,1979,NA
"103","1","ZH","Total",494938,706.548,1428,398,0.762,40200,31100,0.381,26680.611328125,21518.517578125,0.353807300329208,44809,35800,0.36,29489.658203125,24333.333984375,0.323566913604736,0,11800,14300,19000,21100,23200,27100,31100,35700,41400,45100,49700,66500,89200,98500,112900,137600,195100,277100,634900,1972800,0,7734,102074,123230,101980,62083,34161,19725,12018,7617,5144,3525,2571,1962,1527,1205,985,907,675,574,515,4726,1981,NA
"104","2","BE","Total",370223,342.028,924,270,0.746,32924,26600,0.354,21880.099609375,18400,0.330582618713379,37601,31300,0.331,24691.126953125,21200,0.295445621013641,0,11000,12800,16400,18100,19900,23200,26600,30500,35400,38500,42300,55100,71400,77600,87000,103700,144400,199300,381800,832500,0,9354,101994,106107,67695,36688,18588,10223,5858,3458,2206,1485,1164,827,625,543,423,330,308,257,252,1838,1981,NA
"105","3","LU","Total",113338,95.164,840,240,0.754,30978,25300,0.361,20555.162109375,17523.80859375,0.344264566898346,35496,29800,0.339,23149.0546875,20111.111328125,0.306502670049667,0,10300,12100,15600,17400,19100,22300,25300,28700,33000,35900,39400,51300,66200,71900,80300,96800,137500,196800,413500,1192600,0,4963,31759,34894,19861,9693,4741,2537,1439,788,532,374,291,195,180,133,102,95,77,73,63,548,1981,NA
"106","4","UR","Total",12364,10.173,823,227,0.774,30285,24700,0.361,20093.025390625,16700,0.347019821405411,35032,29300,0.336,22885.9609375,19466.666015625,0.303947478532791,0,10300,12200,15800,17500,19100,22000,24700,27700,31500,34000,36900,46500,57300,62000,67200,79600,109500,163600,380900,NA,0,527,3517,4163,2183,1016,412,213,91,53,39,28,19,16,9,12,3,5,6,5,6,41,1981,NA
"107","5","SZ","Total",37227,32.24,866,246,0.759,31628,25500,0.353,21095.67578125,17800,0.332495629787445,36256,29900,0.331,23798.94921875,20500,0.293363660573959,0,10900,12600,16100,17800,19400,22400,25500,28800,33100,35700,39100,51100,67000,73000,82400,97500,132800,187600,494700,NA,0,1051,10756,11658,6710,3123,1460,807,459,299,195,142,92,82,48,45,37,30,28,23,24,158,1981,NA
"108","6","OW","Total",10028,8.234,821,184,0.797,29363,23000,0.375,19929.564453125,16266.6669921875,0.357831120491028,33609,27100,0.355,22371.126953125,18700,0.318963557481766,2100,10100,11500,14400,15800,17300,20100,23000,26100,29900,32300,35300,46700,61900,67500,76200,93500,131900,190300,418100,NA,0,471,3455,3103,1534,633,295,174,80,71,38,29,24,16,14,12,10,8,4,5,6,46,1981,NA
"109","7","NW","Total",11864,13.877,1170,249,0.816,34333,25700,0.394,23060.69921875,17900,0.370429128408432,38753,30200,0.371,25649.408203125,20400,0.332994431257248,1900,11100,12800,16100,17900,19500,22800,25700,29100,33300,36000,39300,51700,70000,76800,88200,111700,169600,272800,977400,NA,0,236,3457,3685,2205,1000,449,237,151,96,64,41,34,24,28,10,15,14,10,13,5,90,1981,NA
"110","8","GL","Total",15540,11.811,760,240,0.739,30837,25700,0.33,20600.259765625,17666.666015625,0.305755108594894,35369,30100,0.313,23293.89453125,20333.333984375,0.27269384264946,0,11400,12900,15900,17600,19200,22500,25700,29100,33400,36000,39100,49600,62300,67000,75400,90800,123900,188100,411200,NA,0,213,4796,4652,2944,1418,668,295,147,89,68,49,35,23,14,14,6,17,10,8,8,66,1981,NA
"111","9","ZG","Total",33437,46.562,1393,351,0.775,39740,29600,0.382,25912.646484375,20800,0.351273208856583,44340,34200,0.363,28571.228515625,23400,0.320810705423355,10100,12300,14700,19100,21000,22700,26000,29600,34100,40100,43700,48600,66200,89800,1e+05,114900,142000,202000,287600,584600,NA,0,288,7101,9606,6328,3799,2176,1175,774,526,313,242,187,128,105,84,71,66,39,42,36,351,1981,NA
"112","10","FR","Total",68294,49.282,722,210,0.742,29684,24300,0.34,19509.166015625,16600,0.312199354171753,34413,29100,0.321,22273.451171875,19380.953125,0.275807678699493,0,10600,12100,15300,16900,18500,21400,24300,27700,31900,34500,37900,49100,62900,68200,75800,88800,118200,163600,355700,NA,0,2026,21829,21045,11511,5381,2599,1357,779,446,289,224,140,97,79,80,61,34,37,27,30,223,1981,NA
"113","11","SO","Total",88140,80.572,914,303,0.73,32740,27400,0.354,21404.412109375,18400,0.3277208507061,37418,32100,0.332,24185.623046875,21200,0.292705595493317,0,10600,12500,16200,18200,20100,23800,27400,31300,36100,39000,42600,54400,69300,74800,82600,97600,135400,185300,382100,NA,0,3322,22763,24005,17324,9504,4561,2384,1386,754,459,295,241,186,129,104,98,85,67,62,37,374,1981,NA
"114","12","BS","Total",101025,134.562,1332,360,0.77,38035,29500,0.382,26162.93359375,21166.666015625,0.355963855981827,42547,33700,0.355,29083.244140625,24100,0.321088910102844,0,11500,13500,17600,19700,21700,25500,29500,33900,39300,42600,47000,62800,85200,94600,108300,132200,186100,270100,626100,1429800,0,1838,24046,25756,20161,11706,6179,3501,2071,1269,901,665,492,349,295,242,158,176,128,113,100,879,1981,NA
